id,transportation_mode,provider,starting_point,transportation_class,departure_location,arrival_location,distance,price
474,Bus,Hiba,nearest bus terminal,Suite,Cilacap,Yogyakarta,181.58843556889718,136191.32667667288
475,Train,PT KAI,Kedungbanteng,Business,Sragen,Yogyakarta,91.47727523446306,95136.36624384159
476,Plane,Batik Air,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Economic,Kalimantan Timur,Yogyakarta,1168.2805011804724,1752420.7517707085
477,Bus,Haryanto,nearest bus terminal,Suite,Samarinda,Yogyakarta,1117.082440871031,837811.8306532733
478,Bus,Rosalia Indah,nearest bus terminal,Business,Boyolali,Yogyakarta,75.14059220340893,48841.384932215806
479,Bus,Mayasari,nearest bus terminal,Business,Ciamis,Yogyakarta,228.6536278,148624.85809967382
480,Train,PT KAI,Tarahan,Business,Bandar Lampung,Yogyakarta,629.7894061501536,654980.9823961598
481,Bus,Mayasari,nearest bus terminal,Suite,Banjar,Yogyakarta,732.5899586046614,549442.4689534961
482,Plane,Lion Air,Bandar Udara Enggano,Economic,Bengkulu,Yogyakarta,997.5854283886057,1496378.1425829085
483,Bus,Sinar Jaya,nearest bus terminal,Suite,Balikpapan,Yogyakarta,1036.1041341055677,777078.1005791757
484,Bus,Nusantara,nearest bus terminal,Suite,Kendari,Yogyakarta,1415.3805831726015,1061535.437379451
485,Plane,Sriwijaya Air,Bandar Udara Bengkalis (Bandar Udara Meranti) (Bandar Udara Sei Selari) (Bandar Udara Sei Pakning),Economic,Riau,Yogyakarta,1355.379546339091,2033069.3195086364
486,Bus,Budiman,nearest bus terminal,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,218525.8942547533
487,Train,PT KAI,Kedungbanteng,Economic,Sragen,Yogyakarta,91.47727523446306,73181.82018757045
488,Train,PT KAI,Bojong Indah,Business,Jakarta Barat,Yogyakarta,447.8533791485487,465767.51431449066
489,Train,PT KAI,Semarang Poncol,Economic,Semarang,Yogyakarta,109.37687454139586,87501.49963311669
490,Plane,PT Trigana Air Service,Bandar Udara Alas Leuser,Suite,Aceh,Yogyakarta,2014.7223682251845,4533125.328506665
491,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Cirebon,Yogyakarta,243.56079565615678,121780.39782807839
492,Train,PT KAI,Poris,Suite,Serang,Yogyakarta,526.2161554,631459.3864557217
493,Bus,Mayasari,nearest bus terminal,Suite,Subang,Yogyakarta,1573.8721979387558,1180404.1484540668
494,Plane,PT Trigana Air Service,Bandar Udara Depati Parbo,Suite,Sumatera Barat,Yogyakarta,1356.2848088436576,3051640.82
495,Train,PT KAI,Cakung,Economic,Jakarta Timur,Yogyakarta,429.14406523784896,343315.2521902792
496,Train,PT KAI,Universitas Indonesia,Economic,Depok,Yogyakarta,428.9755164057098,343180.4131245678
497,Train,PT KAI,Caruban,Suite,Madiun,Yogyakarta,149.62256665123383,179547.0799814806
498,Plane,Batik Air,Bandar Udara Benjina,Economic,Maluku Utara,Yogyakarta,2173.4018230230486,3260102.734534573
499,Plane,Sriwijaya Air,Bandar Udara Alas Leuser,Business,Aceh,Yogyakarta,2014.7223682251845,3928708.618
500,Train,PT KAI,Jayakarta,Business,Jakarta Barat,Yogyakarta,447.8533791485487,465767.51431449066
501,Plane,Lion Air,Bandar Udara Bintan Baru,Economic,Riau,Yogyakarta,1355.379546339091,2033069.3195086364
502,Train,PT KAI,Lubuk Buaya,Business,Padang,Yogyakarta,1356.2769455231717,1410528.0233440986
503,Train,PT KAI,Cikampek,Economic,Karawang,Yogyakarta,385.72044969812714,308576.3597585017
504,Bus,Nusantara,nearest bus terminal,Suite,Brebes,Yogyakarta,192.6946821360098,144521.01160200735
505,Plane,Lion Air,Bandar Udara Mali,Suite,Sulawesi Tenggara,Yogyakarta,1349.952163038336,3037392.3668362563
506,Train,PT KAI,Kruwul,Business,Lamongan,Yogyakarta,236.16326225674064,245609.79274701027
507,Train,PT KAI,Temuguruh,Economic,Banyuwangi,Yogyakarta,417.7821639876958,334225.73119015666
508,Plane,Citilink,Bandar Udara Ahmad Yani,Economic,Jawa Barat,Yogyakarta,324.18707186347507,486280.6077952126
509,Bus,Haryanto,nearest bus terminal,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,700261.8074189895
510,Bus,Hiba,nearest bus terminal,Suite,Karawang,Yogyakarta,385.72044969812714,289290.3372735954
511,Train,PT KAI,Songgom,Business,Brebes,Yogyakarta,192.6946821360098,200402.4694214502
512,Plane,Citilink,Bandar Udara Buli,Suite,Maluku Utara,Yogyakarta,2173.4018230230486,4890154.101801859
513,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Brebes,Yogyakarta,192.6946821360098,96347.34107
514,Plane,Citilink,Bandar Udara Banyuwangi d.h. Bandar Udara Blimbingsari,Suite,Jawa Timur,Yogyakarta,236.30849522541612,531694.1142571862
515,Plane,Garuda Indonesia,Bandar Udara Bengkalis (Bandar Udara Meranti) (Bandar Udara Sei Selari) (Bandar Udara Sei Pakning),Business,Riau,Yogyakarta,1355.379546339091,2642990.115361227
516,Train,PT KAI,Barat,Economic,Magetan,Yogyakarta,112.68790797419841,90150.32637935872
517,Bus,Lorena,nearest bus terminal,Business,Wonogiri,Yogyakarta,65.11002664,42321.517312756245
518,Train,PT KAI,Geneng,Business,Ngawi,Yogyakarta,127.1348515271285,132220.24558821364
519,Bus,Nusantara,nearest bus terminal,Suite,Sragen,Yogyakarta,91.47727523446306,68607.95642584731
520,Bus,Mayasari,nearest bus terminal,Business,Makassar,Yogyakarta,1048.5138765246138,681534.0197
521,Bus,Nusantara,nearest bus terminal,Suite,Sulawesi Tenggara,Yogyakarta,1349.952163038336,1012464.122278752
522,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Tegal,Yogyakarta,170.24107027498275,85120.53513749137
523,Bus,Rosalia Indah,nearest bus terminal,Suite,Nganjuk,Yogyakarta,178.75205838611703,134064.04378958777
524,Plane,PT Trigana Air Service,Bandar Udara Frans Sales Lega,Economic,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,1127964.6291191946
525,Train,PT KAI,Dawuan,Suite,Karawang,Yogyakarta,385.72044969812714,462864.5396377526
526,Plane,Sriwijaya Air,Bandar Udara D. C. Saundale d.h. Bandar Udara Lekunik,Business,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,2222871.498
527,Bus,Rosalia Indah,nearest bus terminal,Suite,Grobogan,Yogyakarta,113.49164077468595,85118.73058101446
528,Train,PT KAI,Pagaden Baru,Suite,Subang,Yogyakarta,1573.8721979387558,1888646.637526507
529,Bus,Lorena,nearest bus terminal,Economic,Blora,Yogyakarta,160.53000515612763,80265.00257806381
530,Train,PT KAI,Pucuk,Business,Lamongan,Yogyakarta,236.16326225674064,245609.79274701027
531,Plane,Wings Air,Bandar Udara Iskandar,Suite,Kalimantan Tengah,Yogyakarta,786.2951946731149,1769164.1880145087
532,Train,PT KAI,Jemursari,Business,Surabaya,Yogyakarta,273.8180533906966,284770.77552632446
533,Train,PT KAI,Randu Blatung,Suite,Blora,Yogyakarta,160.53000515612763,192636.00618735317
534,Train,PT KAI,Cicayur,Suite,Tangerang,Yogyakarta,457.6054446069322,549126.5335283186
535,Train,PT KAI,Palur,Business,Karanganyar,Yogyakarta,87.02743185942376,90508.52913380071
536,Train,PT KAI,Krenceng,Suite,Cilegon,Yogyakarta,523.5899966739782,628307.9960087739
537,Bus,Budiman,nearest bus terminal,Business,Semarang,Yogyakarta,109.37687454139586,71094.96845190732
538,Train,PT KAI,Sumber Gempol,Suite,Tulungagung,Yogyakarta,169.2547648272099,203105.7177926519
539,Train,PT KAI,Brumbung,Economic,Demak,Yogyakarta,120.35665720273047,96285.32576218438
540,Plane,PT Trigana Air Service,Bandar Udara A.H. Nasution (Bandar Udara Bukit Malintang),Business,Sumatera Utara,Yogyakarta,1659.117501711117,3235279.1283366783
541,Train,PT KAI,Cilegeh,Suite,Indramayu,Yogyakarta,848.6203775741213,1018344.4530889457
542,Bus,Budiman,nearest bus terminal,Economic,Boyolali,Yogyakarta,75.14059220340893,37570.296101704465
543,Train,PT KAI,Linggapura,Business,Tegal,Yogyakarta,170.24107027498275,177050.71308598205
544,Plane,Wings Air,Bandar Udara Bobong,Suite,Maluku Utara,Yogyakarta,2173.4018230230486,4890154.101801859
545,Plane,Wings Air,Bandar Udara D. C. Saundale d.h. Bandar Udara Lekunik,Economic,Bali,Yogyakarta,521.9825957538203,782973.8936307305
546,Bus,Budiman,nearest bus terminal,Suite,Depok,Yogyakarta,428.9755164057098,321731.63730428234
547,Train,PT KAI,Cilebut,Business,Bogor,Yogyakarta,422.78231889794927,439693.6116538673
548,Train,PT KAI,Ngunut,Suite,Tulungagung,Yogyakarta,169.2547648272099,203105.7177926519
549,Plane,NAM Air,Bandar Udara Depati Amir,Suite,Sumatera Barat,Yogyakarta,1356.2848088436576,3051640.82
550,Train,PT KAI,Sumberejo,Suite,Bojonegoro,Yogyakarta,179.96708290456277,215960.49948547533
551,Plane,Wings Air,Bandar Udara Ahmad Yani,Suite,Jawa Barat,Yogyakarta,324.18707186347507,729420.9116928189
552,Train,PT KAI,Doplang,Economic,Blora,Yogyakarta,160.53000515612763,128424.0041249021
553,Plane,Lion Air,Bandar Udara Buli,Economic,Maluku,Yogyakarta,1987.6613976835763,2981492.0965253646
554,Train,PT KAI,Walikukun,Business,Ngawi,Yogyakarta,127.1348515271285,132220.24558821364
555,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,569967.0506640358
556,Train,PT KAI,Citeras,Economic,Lebak,Yogyakarta,484.56524675423674,387652.1974033894
557,Train,PT KAI,Tulangan,Business,Sidoarjo,Yogyakarta,259.52981703864833,269911.00972019427
558,Bus,Budiman,nearest bus terminal,Economic,Batang,Yogyakarta,4355.101666817891,2177550.8334089452
559,Train,PT KAI,Blitar,Economic,Blitar,Yogyakarta,198.62929149028835,158903.43319223067
560,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Business,Karawang,Yogyakarta,385.72044969812714,250718.29230378265
561,Train,PT KAI,Kemiri,Business,Karanganyar,Yogyakarta,87.02743185942376,90508.52913380071
562,Plane,Garuda Indonesia,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Business,Kalimantan Tengah,Yogyakarta,786.2951946731149,1533275.6296125741
563,Plane,Wings Air,Bandar Udara Internasional Hang Nadim,Suite,Sumatera Selatan,Yogyakarta,877.9380166727185,1975360.5375136165
564,Train,PT KAI,Sukatani,Suite,Purwakarta,Yogyakarta,358.8393633433293,430607.2360119952
565,Train,PT KAI,Klakah,Business,Lumajang,Yogyakarta,315.4223117768743,328039.2042479493
566,Train,PT KAI,Pandanan,Business,Gresik,Yogyakarta,350.08148965766696,364084.74924397364
567,Plane,Wings Air,Bandar Udara Arung Palakka,Business,Sulawesi Selatan,Yogyakarta,1163.9371824955651,2269677.505866352
568,Train,PT KAI,Cikarang,Suite,Bekasi,Yogyakarta,419.4694344733886,503363.32136806636
569,Plane,NAM Air,Bandar Udara Bolaang (Bandar Udara Loloda Mokoagow),Suite,Sulawesi Selatan,Yogyakarta,1163.9371824955651,2618858.6606150214
570,Bus,Hiba,nearest bus terminal,Economic,Brebes,Yogyakarta,192.6946821360098,96347.34107
571,Bus,Budiman,nearest bus terminal,Suite,Malang,Yogyakarta,249.9132515073408,187434.93863050558
572,Plane,Lion Air,Bandar Udara Buli,Suite,Maluku Utara,Yogyakarta,2173.4018230230486,4890154.101801859
573,Train,PT KAI,Parung Panjang,Suite,Bogor,Yogyakarta,422.78231889794927,507338.78267753916
574,Train,PT KAI,Benowo,Business,Mojokerto,Yogyakarta,241.18707882277067,250834.5619756815
575,Plane,Sriwijaya Air,Bandar Udara Mali,Economic,Sulawesi Tenggara,Yogyakarta,1349.952163038336,2024928.244557504
576,Train,PT KAI,Leces,Business,Probolinggo,Yogyakarta,324.1913946350937,337159.0504204974
577,Plane,NAM Air,Bandar Udara Internasional Minangkabau,Economic,Lampung,Yogyakarta,684.1841734461109,1026276.2601691664
578,Train,PT KAI,Cikini,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,349641.43080760527
579,Train,PT KAI,Tarahan,Business,Bandar Lampung,Yogyakarta,629.7894061501536,654980.9823961598
580,Plane,NAM Air,Bandar Udara Bintan Baru,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,2034427.2132654865
581,Train,PT KAI,Lubuk Buaya,Economic,Padang,Yogyakarta,1356.2769455231717,1085021.5564185374
582,Plane,Lion Air,Bandar Udara Juwata,Suite,Kalimantan Barat,Yogyakarta,871.3478269442726,1960532.6106246135
583,Train,PT KAI,Ambarawa,Economic,Demak,Yogyakarta,120.35665720273047,96285.32576218438
584,Train,PT KAI,Rejo Tangan,Business,Tulungagung,Yogyakarta,169.2547648272099,176024.95542029833
585,Bus,Dewi Sri,nearest bus terminal,Business,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,488784.67261831765
586,Bus,Budiman,nearest bus terminal,Economic,Sulawesi Tengah,Yogyakarta,1350.2021561312324,675101.0780656162
587,Plane,Lion Air,Bandar Udara Frans Sales Lega,Suite,Bali,Yogyakarta,521.9825957538203,1174460.8404460957
588,Bus,Mayasari,nearest bus terminal,Suite,Ternate,Yogyakarta,11547.374859761849,8660531.144821387
589,Plane,Lion Air,Bandar Udara H. Asan,Economic,Kalimantan Barat,Yogyakarta,871.3478269442726,1307021.740416409
590,Bus,Nusantara,nearest bus terminal,Economic,Manado,Yogyakarta,1917.7790968103739,958889.5484
591,Train,PT KAI,Mojokerto,Business,Mojokerto,Yogyakarta,241.18707882277067,250834.5619756815
592,Plane,PT Trigana Air Service,Bandar Udara Adisucipto,Economic,DKI Jakarta,Yogyakarta,438.967847,658451.7705
593,Plane,Garuda Indonesia,Bandar Udara Internasional Sam Ratulangi,Suite,Sulawesi Tengah,Yogyakarta,1350.2021561312324,3037954.851295273
594,Train,PT KAI,Cimahi,Economic,Cimahi,Yogyakarta,334.9202108675686,267936.1686940549
595,Plane,NAM Air,Bandar Udara Buli,Business,Maluku Utara,Yogyakarta,2173.4018230230486,4238133.554894945
596,Plane,NAM Air,Bandar Udara Dabo,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,2100785.4222569684
597,Bus,Hiba,nearest bus terminal,Business,Magetan,Yogyakarta,112.68790797419841,73247.14018322897
598,Plane,Wings Air,Bandar Udara Frans Seda (Bandar Udara Wai Oti) (Bandar Udara Maumere),Business,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,2222871.498
599,Train,PT KAI,Duduk,Business,Gresik,Yogyakarta,350.08148965766696,364084.74924397364
600,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Kendal,Yogyakarta,12213.977221970157,6106988.610985079
601,Bus,Mayasari,nearest bus terminal,Economic,Manado,Yogyakarta,1917.7790968103739,958889.5484
602,Train,PT KAI,Tanjung Priok,Economic,Jakarta Utara,Yogyakarta,433.7601399791081,347008.11198328645
603,Train,PT KAI,Semarang Tawang,Economic,Semarang,Yogyakarta,109.37687454139586,87501.49963311669
604,Bus,Haryanto,nearest bus terminal,Business,Mojokerto,Yogyakarta,241.18707882277067,156771.60123480094
605,Plane,Lion Air,Bandar Udara Abdulrachman Saleh,Suite,Jawa Barat,Yogyakarta,324.18707186347507,729420.9116928189
606,Bus,Haryanto,nearest bus terminal,Economic,Palembang,Yogyakarta,831.0533620962693,415526.6810481347
607,Train,PT KAI,Ciganea,Suite,Purwakarta,Yogyakarta,358.8393633433293,430607.2360119952
608,Bus,Budiman,nearest bus terminal,Economic,Kalimantan Barat,Yogyakarta,871.3478269442726,435673.9134721363
609,Train,PT KAI,Ambarawa,Economic,Demak,Yogyakarta,120.35665720273047,96285.32576218438
610,Bus,Budiman,nearest bus terminal,Suite,Subang,Yogyakarta,1573.8721979387558,1180404.1484540668
611,Plane,Citilink,Bandar Udara Adisucipto,Business,Jawa Timur,Yogyakarta,236.30849522541612,460801.5656895614
612,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Kepulauan Riau,Yogyakarta,1077.3258575676762,538662.9288
613,Bus,Rosalia Indah,nearest bus terminal,Economic,Wonogiri,Yogyakarta,65.11002664,32555.013317504803
614,Train,PT KAI,Sumber Pucung,Economic,Malang,Yogyakarta,249.9132515073408,199930.60120587263
615,Train,PT KAI,Kadipiro,Suite,Surakarta,Yogyakarta,68.04500135455822,81654.00162546987
616,Train,PT KAI,Semarang Poncol,Business,Semarang,Yogyakarta,109.37687454139586,113751.9495230517
617,Bus,Dewi Sri,nearest bus terminal,Suite,Gorontalo,Yogyakarta,1650.7274560911121,1238045.592068334
618,Plane,Sriwijaya Air,Bandar Udara Iskandar,Suite,Kalimantan Tengah,Yogyakarta,786.2951946731149,1769164.1880145087
619,Train,PT KAI,Cimahi,Business,Cimahi,Yogyakarta,334.9202108675686,348317.01930227136
620,Train,PT KAI,Kemayoran,Suite,Jakarta Pusat,Yogyakarta,437.0517885095066,524462.1462114078
621,Bus,Nusantara,nearest bus terminal,Business,Cilegon,Yogyakarta,523.5899966739782,340333.49783808587
622,Train,PT KAI,Babat,Economic,Lamongan,Yogyakarta,236.16326225674064,188930.6098053925
623,Plane,Garuda Indonesia,Bandar Udara Djalaluddin,Business,Sulawesi Tengah,Yogyakarta,1350.2021561312324,2632894.2044559033
624,Plane,Lion Air,Bandar Udara Ferdinand Lumban Tobing (Bandar Udara Pinangsori),Economic,Jambi,Yogyakarta,1080.9267465522385,1621390.1198283576
625,Train,PT KAI,Kiara Condong,Suite,Bandung,Yogyakarta,325.89770797152363,391077.24956582836
626,Train,PT KAI,Tigaraksa,Suite,Tangerang,Yogyakarta,457.6054446069322,549126.5335283186
627,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Pasuruan,Yogyakarta,282.6093643740866,141304.6821870433
628,Plane,Lion Air,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Suite,Kalimantan Utara,Yogyakarta,1378.4708290615852,3101559.3653885666
629,Plane,Lion Air,Bandar Udara Danau Toba,Business,Sumatera Barat,Yogyakarta,1356.2848088436576,2644755.3772451323
630,Train,PT KAI,Gambir,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,349641.43080760527
631,Bus,Mayasari,nearest bus terminal,Suite,Tasikmalaya,Yogyakarta,260.81634883719096,195612.2616278932
632,Plane,PT Trigana Air Service,Bandar Udara Ahmad Yani,Business,Jawa Tengah,Yogyakarta,84.66775283966177,165102.11803734046
633,Bus,Rosalia Indah,nearest bus terminal,Business,Jawa Barat,Yogyakarta,324.18707186347507,210721.5967112588
634,Bus,Sinar Jaya,nearest bus terminal,Suite,Bekasi,Yogyakarta,419.4694344733886,314602.07585504145
635,Plane,Lion Air,Bandar Udara Frans Sales Lega,Business,Bali,Yogyakarta,521.9825957538203,1017866.0617199496
636,Plane,Wings Air,Bandar Udara Ahmad Yani,Economic,Jawa Timur,Yogyakarta,236.30849522541612,354462.74283812416
637,Bus,Nusantara,nearest bus terminal,Business,Ngawi,Yogyakarta,127.1348515271285,82637.65349263353
638,Plane,Sriwijaya Air,Bandar Udara Dabo,Economic,Aceh,Yogyakarta,2014.7223682251845,3022083.552337777
639,Train,PT KAI,Sragi,Economic,Pekalongan,Yogyakarta,132.35837071355405,105886.69657084324
640,Train,PT KAI,Nganjuk,Business,Nganjuk,Yogyakarta,178.75205838611703,185902.1407215617
641,Bus,Mayasari,nearest bus terminal,Suite,Banjar,Yogyakarta,732.5899586046614,549442.4689534961
642,Bus,Mayasari,nearest bus terminal,Business,Demak,Yogyakarta,120.35665720273047,78231.82718177482
643,Bus,Mayasari,nearest bus terminal,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,218525.8942547533
644,Train,PT KAI,Kretek,Economic,Tegal,Yogyakarta,170.24107027498275,136192.8562199862
645,Plane,PT Trigana Air Service,Bandar Udara Danau Toba,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,2100785.4222569684
646,Train,PT KAI,Sembung,Suite,Jombang,Yogyakarta,211.7850913076902,254142.10956922825
647,Plane,Citilink,Bandar Udara Juwata,Suite,Kalimantan Utara,Yogyakarta,1378.4708290615852,3101559.3653885666
648,Train,PT KAI,Solo Jebres,Economic,Surakarta,Yogyakarta,68.04500135455822,54436.00108364658
649,Plane,Sriwijaya Air,Bandar Udara Iskandar,Economic,Kalimantan Timur,Yogyakarta,1168.2805011804724,1752420.7517707085
650,Train,PT KAI,Gawok,Suite,Sragen,Yogyakarta,91.47727523446306,109772.73028135567
651,Bus,Mayasari,nearest bus terminal,Business,Lampung,Yogyakarta,684.1841734461109,444719.7127399721
652,Train,PT KAI,Semarang Tawang,Economic,Semarang,Yogyakarta,109.37687454139586,87501.49963311669
653,Plane,Citilink,Bandar Udara Ferdinand Lumban Tobing (Bandar Udara Pinangsori),Economic,Jambi,Yogyakarta,1080.9267465522385,1621390.1198283576
654,Train,PT KAI,Kasugihan,Suite,Banjar,Yogyakarta,732.5899586046614,879107.9503255936
655,Train,PT KAI,Curahmalang,Business,Jombang,Yogyakarta,211.7850913076902,220256.49495999783
656,Train,PT KAI,Cicurug,Suite,Sukabumi,Yogyakarta,413.1162545173275,495739.50542079296
657,Bus,Nusantara,nearest bus terminal,Business,Banten,Yogyakarta,496.92179636711603,322999.1676386254
658,Train,PT KAI,Klakah,Business,Lumajang,Yogyakarta,315.4223117768743,328039.2042479493
659,Bus,Sinar Jaya,nearest bus terminal,Business,Jakarta Selatan,Yogyakarta,435.8189055,283282.2885977169
660,Bus,Budiman,nearest bus terminal,Economic,Indramayu,Yogyakarta,848.6203775741213,424310.1887870607
661,Train,PT KAI,Palmerah,Suite,Jakarta Pusat,Yogyakarta,437.0517885095066,524462.1462114078
662,Train,PT KAI,Madiun,Suite,Madiun,Yogyakarta,149.62256665123383,179547.0799814806
663,Train,PT KAI,Sragi,Business,Pekalongan,Yogyakarta,132.35837071355405,137652.70554209623
664,Plane,Garuda Indonesia,Bandar Udara Blangkejeren (Bandar Udara Gayo Lues) (Bandar Udara Senubung),Economic,Aceh,Yogyakarta,2014.7223682251845,3022083.552337777
665,Train,PT KAI,Indihiang,Economic,Tasikmalaya,Yogyakarta,260.81634883719096,208653.07906975277
666,Bus,Haryanto,nearest bus terminal,Suite,Sidoarjo,Yogyakarta,259.52981703864833,194647.36277898625
667,Train,PT KAI,Pandanan,Economic,Gresik,Yogyakarta,350.08148965766696,280065.1917261336
668,Plane,NAM Air,Bandar Udara Bolaang (Bandar Udara Loloda Mokoagow),Economic,Sulawesi Utara,Yogyakarta,1797.541883,2696312.8247770052
669,Train,PT KAI,Plered,Business,Purwakarta,Yogyakarta,358.8393633433293,373192.9378770625
670,Plane,Batik Air,Bandar Udara Ferdinand Lumban Tobing (Bandar Udara Pinangsori),Economic,Lampung,Yogyakarta,684.1841734461109,1026276.2601691664
671,Plane,Citilink,Bandar Udara Adisucipto,Business,DKI Jakarta,Yogyakarta,438.967847,855987.3016872958
672,Train,PT KAI,Lubuk Buaya,Suite,Padang,Yogyakarta,1356.2769455231717,1627532.3346278062
673,Bus,Haryanto,nearest bus terminal,Economic,Gresik,Yogyakarta,350.08148965766696,175040.74482883347
674,Plane,PT Trigana Air Service,Bandar Udara Andi Jemma,Suite,Sulawesi Selatan,Yogyakarta,1163.9371824955651,2618858.6606150214
675,Train,PT KAI,Telagasari,Suite,Indramayu,Yogyakarta,848.6203775741213,1018344.4530889457
676,Train,PT KAI,Cirahayu,Economic,Tasikmalaya,Yogyakarta,260.81634883719096,208653.07906975277
677,Bus,Budiman,nearest bus terminal,Economic,Cilegon,Yogyakarta,523.5899966739782,261794.9983369891
678,Plane,NAM Air,Bandar Udara Dabo,Suite,Aceh,Yogyakarta,2014.7223682251845,4533125.328506665
679,Plane,Batik Air,Bandar Udara Bolaang (Bandar Udara Loloda Mokoagow),Economic,Sulawesi Utara,Yogyakarta,1797.541883,2696312.8247770052
680,Train,PT KAI,Brebes,Business,Brebes,Yogyakarta,192.6946821360098,200402.4694214502
681,Train,PT KAI,Tuban,Business,Tuban,Yogyakarta,222.3379269,231231.44398839158
682,Bus,Mayasari,nearest bus terminal,Economic,Maluku Utara,Yogyakarta,2173.4018230230486,1086700.9115115243
683,Bus,Mayasari,nearest bus terminal,Suite,Bojonegoro,Yogyakarta,179.96708290456277,134975.31217842206
684,Plane,Wings Air,Bandar Udara Abdulrachman Saleh,Economic,DKI Jakarta,Yogyakarta,438.967847,658451.7705
685,Train,PT KAI,Jambu Baru,Suite,Serang,Yogyakarta,526.2161554,631459.3864557217
686,Plane,Batik Air,Bandar Udara Fatmawati Soekarno,Suite,Sumatera Selatan,Yogyakarta,877.9380166727185,1975360.5375136165
687,Bus,Nusantara,nearest bus terminal,Business,Pemalang,Yogyakarta,151.76148119190498,98644.96277473825
688,Bus,Budiman,nearest bus terminal,Suite,Karawang,Yogyakarta,385.72044969812714,289290.3372735954
689,Train,PT KAI,Tuban,Business,Tuban,Yogyakarta,222.3379269,231231.44398839158
690,Bus,Dewi Sri,nearest bus terminal,Suite,Klaten,Yogyakarta,44.33509515234492,33251.32136425869
691,Bus,Lorena,nearest bus terminal,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,678142.4044218288
692,Bus,Haryanto,nearest bus terminal,Business,Cilegon,Yogyakarta,523.5899966739782,340333.49783808587
693,Bus,Dewi Sri,nearest bus terminal,Business,Batam,Yogyakarta,1225.5223093146765,796589.5010545398
694,Train,PT KAI,Cimahi,Business,Cimahi,Yogyakarta,334.9202108675686,348317.01930227136
695,Train,PT KAI,Karawang,Economic,Karawang,Yogyakarta,385.72044969812714,308576.3597585017
696,Plane,Wings Air,Bandar Udara Internasional Sam Ratulangi,Economic,Sulawesi Tengah,Yogyakarta,1350.2021561312324,2025303.2341968487
697,Bus,Nusantara,nearest bus terminal,Economic,Magetan,Yogyakarta,112.68790797419841,56343.95398709921
698,Plane,Lion Air,Bandar Udara H.A.S. Hanandjoeddin d.h. Bandar Udara Buluh Tumbang,Economic,Bengkulu,Yogyakarta,997.5854283886057,1496378.1425829085
699,Train,PT KAI,Purwosari,Economic,Surakarta,Yogyakarta,68.04500135455822,54436.00108364658
700,Train,PT KAI,Duduk,Business,Gresik,Yogyakarta,350.08148965766696,364084.74924397364
701,Train,PT KAI,Kepanjen,Economic,Malang,Yogyakarta,249.9132515073408,199930.60120587263
702,Train,PT KAI,Ambarawa,Business,Demak,Yogyakarta,120.35665720273047,125170.9234908397
703,Train,PT KAI,Garum,Economic,Blitar,Yogyakarta,198.62929149028835,158903.43319223067
704,Train,PT KAI,Lampegan,Suite,Cianjur,Yogyakarta,378.0621762662139,453674.6115194566
705,Train,PT KAI,Cakung,Business,Jakarta Timur,Yogyakarta,429.14406523784896,446309.82784736296
706,Bus,Dewi Sri,nearest bus terminal,Suite,Brebes,Yogyakarta,192.6946821360098,144521.01160200735
707,Plane,Wings Air,Bandar Udara Abdulrachman Saleh,Business,Jawa Tengah,Yogyakarta,84.66775283966177,165102.11803734046
708,Train,PT KAI,Semarang Poncol,Suite,Semarang,Yogyakarta,109.37687454139586,131252.24944967503
709,Bus,Nusantara,nearest bus terminal,Economic,Kalimantan Tengah,Yogyakarta,786.2951946731149,393147.59733655746
710,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Lampung,Yogyakarta,684.1841734461109,342092.08672305546
711,Plane,NAM Air,Bandar Udara Internasional Kualanamu,Economic,Sumatera Selatan,Yogyakarta,877.9380166727185,1316907.0250090777
712,Train,PT KAI,Kedung Jati,Business,Boyolali,Yogyakarta,75.14059220340893,78146.21589154529
